date,year,month,city,route_id,transport_mode,avg_daily_riders,total_monthly_riders,avg_ticket_price,service_frequency_per_hour,avg_delay_minutes,capacity_utilisation
2022-12-01,2022,12,Bristol,BRI-005,Bus,11362,352222,1.89,9.1,9.1,0.73
2023-01-01,2023,1,Bristol,BRI-005,Bus,15976,495256,2.02,12.4,12.3,0.77
2023-02-01,2023,2,Bristol,BRI-005,Bus,12137,339836,2,8.9,12,0.82
2023-03-01,2023,3,Bristol,BRI-005,Bus,15099,468069,2.17,8.9,11.6,0.97
2023-04-01,2023,4,Bristol,BRI-005,Bus,17542,526260,2.07,11,12.9,0.81
2023-05-01,2023,5,Bristol,BRI-005,Bus,14006,434186,2.07,11.1,,0.72
2023-06-01,2023,6,Bristol,BRI-005,Bus,14388,431640,2.14,11.9,9.8,0.78
2023-07-01,2023,7,Bristol,BRI-005,Bus,14678,455018,2.02,9.6,12.6,0.79
2023-08-01,2023,8,Bristol,BRI-005,Bus,17230,534130,2.12,11.8,14.6,0.81
2023-09-01,2023,9,Bristol,BRI-005,Bus,18996,569880,2.1,11.9,9.2,0.8
2023-10-01,2023,10,Bristol,BRI-005,Bus,13952,432512,2.08,11,12.2,0.66
2023-11-01,2023,11,Bristol,BRI-005,Bus,16410,492300,2.01,11.8,10.4,0.78
2023-12-01,2023,12,Bristol,BRI-005,Bus,17636,546716,2.09,12.3,9.4,0.89
2024-01-01,2024,1,Bristol,BRI-005,Bus,14782,458242,2,10.5,,0.79
2024-02-01,2024,2,bristol,BRI-005,Bus,13506,391674,195,10.9,10.7,0.79
2024-03-01,2024,3,Bristol,BRI-005,Bus,11198,347138,2.1,9.5,12.6,0.6
2024-04-01,2024,4,Bristol,BRI-005,Bus,14012,420360,2.09,11.1,12.9,0.75
2024-05-01,2024,5,Bristol,BRI-005,Bus,14468,448508,2.08,11.1,9.1,0.8
2024-06-01,2024,6,Bristol,BRI-005,Bus,15110,453300,2.28,12.2,10.8,0.84
2024-07-01,2024,7,bristol,BRI-005,Bus,19673,609863,2.16,13.5,12,0.93
2024-08-01,2024,8,Bristol,BRI-005,Bus,16802,520862,2,12.6,10.7,0.74
2024-09-01,2024,9,Bristol,BRI-005,Bus,10168,305040,2.1,8.3,13.5,0.72
2024-10-01,2024,10,Bristol,BRI-005,Bus,18302,567362,2.21,12.2,7.9,0.85
2024-11-01,2024,11,Bristol,BRI-005,Bus,12935,388050,2.04,9.7,10.6,0.81
2024-12-01,2024,12,Bristol,BRI-005,Bus,14013,434403,2.18,10.6,11.3,0.67
2025-01-01,2025,1,Bristol,BRI-005,Bus,12679,393049,220,11.6,13.1,0.66
2025-02-01,2025,2,Bristol,BRI-005,Bus,12340,345520,2.39,8.8,9.6,0.79
2025-03-01,2025,3,Bristol,BRI-005,Bus,18163,563053,2.06,10.2,12.5,0.96
2025-04-01,2025,4,Bristol,BRI-005,Bus,18909,567270,2.13,14,13.8,0.7
2025-05-01,2025,5,Bristol,BRI-005,Bus,19444,602764,2.13,11.5,8.9,0.9
2025-06-01,2025,6,bristol,BRI-005,Bus,20118,603540,2.06,12.4,13.8,0.83
2025-07-01,2025,7,Bristol,BRI-005,Bus,16729,518599,2.05,12,7.4,0.78
2025-08-01,2025,8,Bristol,BRI-005,Bus,17165,532115,2.08,12.8,13.3,0.75
2025-09-01,2025,9,Bristol,BRI-005,Bus,14152,424560,2.22,11.3,12,0.72
2025-10-01,2025,10,Bristol,BRI-005,Bus,14760,457560,2.18,12.1,10.5,0.57
2025-11-01,2025,11,Bristol,BRI-005,Bus,14791,443730,2.02,11,10.1,0.75
2025-12-01,2025,12,Bristol,BRI-005,Bus,14862,460722,2.03,9.3,10.4,0.93
2019-01-01,2019,1,bristol,BRI-006,Bus,10227,317037,1.81,7.7,12.4,0.71
2019-02-01,2019,2,Bristol,BRI-006,Bus,12408,347424,1.92,8,,0.92
2019-03-01,2019,3,Bristol,BRI-006,Bus,13079,405449,1.94,8.2,9.5,0.86
2019-04-01,2019,4,Bristol,BRI-006,bus,13997,419910,1.91,12.4,8.1,0.51
2019-05-01,2019,5,Bristol,BRI-006,Bus,11896,368776,1.87,8.3,13.5,0.89
2019-06-01,2019,6,Bristol,BRI-006,bus,12952,388560,1.88,8.6,10.9,0.87
2019-07-01,2019,7,Bristol,BRI-006,Bus,12810,397110,1.96,9.5,11,0.79
2019-08-01,2019,8,Bristol,BRI-006,Bus,12844,398164,1.86,9.8,11.7,0.76
2019-09-01,2019,9,Bristol,BRI-006,bus,11282,338460,1.98,10.7,9.6,0.59
2019-10-01,2019,10,Bristol,BRI-006,Bus,12556,389236,1.95,9.5,13.1,0.69
2019-11-01,2019,11,Bristol,BRI-006,Bus,11673,350190,1.95,9.5,8.4,0.59
2019-12-01,2019,12,Bristol,BRI-006,Bus,12531,388461,1.92,9.1,9.4,0.78
2020-01-01,2020,1,Bristol,BRI-006,Bus,7156,221836,2.05,7.3,,0.57
2020-02-01,2020,2,Bristol,BRI-006,Bus,10526,305254,2.09,8.3,8.7,0.65
2020-03-01,2020,3,Bristol,BRI-006,Bus,10705,331855,1.91,9,10.3,0.58
2020-04-01,2020,4,Bristol,BRI-006,Bus,14923,447690,1.93,9.6,11.1,0.83
2020-05-01,2020,5,Bristol,BRI-006,Bus,13471,417601,1.91,9.4,11.6,0.88
2020-06-01,2020,6,Bristol,BRI-006,Bus,14135,424050,2.02,10.7,,0.72
2020-07-01,2020,7,Bristol,BRI-006,Bus,12859,398629,1.9,,10.9,0.95
2020-08-01,2020,8,Bristol,BRI-006,Bus,12976,402256,1.96,10.8,6.1,0.59
2020-09-01,2020,9,Bristol,BRI-006,Bus,17048,511440,2.01,9.4,7.4,0.98
2020-10-01,2020,10,Bristol,BRI-006,Bus,11571,358701,1.97,7.9,12.2,0.81
2020-11-01,2020,11,bristol,BRI-006,Bus,8699,260970,1.91,6.7,9.1,0.69
2020-12-01,2020,12,Bristol,BRI-006,Bus,10610,328910,1.84,8.6,13.6,0.86
2021-01-01,2021,1,Bristol,BRI-006,Bus,10766,333746,1.93,9,5.5,0.69
2021-02-01,2021,2,Bristol,BRI-006,Bus,11282,315896,2.03,9.1,14,0.75
2021-03-01,2021,3,Bristol,BRI-006,Bus,13000,403000,2.03,9.3,9.2,0.78
2021-04-01,2021,4,Bristol,BRI-006,Bus,10688,320640,1.96,7.2,10.9,0.75
2021-05-01,2021,5,Bristol,BRI-006,Bus,13934,431954,1.94,9.4,10.7,0.85
2021-06-01,2021,6,Bristol,BRI-006,bus,12094,362820,1.91,9.6,13.1,0.6
2021-07-01,2021,7,Bristol,BRI-006,Bus,11530,357430,2.03,9.1,11.6,0.57
2021-08-01,2021,8,Bristol,BRI-006,Bus,14786,458366,1.98,9.7,12.9,0.81
2021-09-01,2021,9,Bristol,BRI-006,Bus,13240,397200,2.02,7.5,11.4,0.93
2021-10-01,2021,10,Bristol,BRI-006,Bus,10208,316448,1.87,9,5.7,0.56
2021-11-01,2021,11,Bristol,BRI-006,Bus,15581,467430,2.03,9.2,13.7,0.97
2021-12-01,2021,12,Bristol,BRI-006,Bus,10955,339605,2.02,9.6,11.6,0.62
2022-01-01,2022,1,Bristol,BRI-006,Bus,13791,427521,2.02,10,8.7,0.81
2022-02-01,2022,2,Bristol,BRI-006,Bus,11151,312228,1.92,9.6,14.6,0.59
2022-03-01,2022,3,Bristol,BRI-006,Bus,9823,304513,1.9,8.2,11.1,0.73
2022-04-01,2022,4,Bristol,BRI-006,Bus,11833,354990,2.07,8.5,9.1,0.66
2022-05-01,2022,5,Bristol,BRI-006,Bus,12822,397482,2.01,9.9,,0.71
2022-06-01,2022,6,Bristol,BRI-006,Bus,12201,366030,1.97,6.5,8.8,1.04
2022-07-01,2022,7,Bristol,BRI-006,Bus,13639,422809,2,9.5,13.9,0.85
2022-08-01,2022,8,Bristol,BRI-006,Bus,12469,386539,2.08,7.9,10.8,0.84
2022-09-01,2022,9,Bristol,BRI-006,Bus,10731,321930,2.01,6.2,8.4,0.97
2022-10-01,2022,10,Bristol,BRI-006,Bus,11735,363785,2.04,7.2,10.4,1
2022-11-01,2022,11,Bristol,BRI-006,Bus,12954,388620,2.03,9.2,8.9,0.94
2022-12-01,2022,12,Bristol,BRI-006,Bus,15440,478640,1.94,12,9.4,0.65
2023-01-01,2023,1,Bristol,BRI-006,Bus,9967,308977,2.22,10,9.7,0.54
2023-02-01,2023,2,Bristol,BRI-006,Bus,12836,359408,2.09,9.6,10.4,0.74
2023-03-01,2023,3,Bristol,BRI-006,Bus,11739,363909,2.07,9.2,10.6,0.61
2023-04-01,2023,4,Bristol,BRI-006,Bus,12325,369750,211,7.4,10.2,0.94
2023-05-01,2023,5,Bristol,BRI-006,Bus,12477,386787,2.08,8.9,14.2,0.8
2023-06-01,2023,6,Bristol,BRI-006,Bus,14799,443970,2,8.8,10.9,1.03
2023-07-01,2023,7,Bristol,BRI-006,Bus,13944,432264,211,10.3,13,0.8
2023-08-01,2023,8,Bristol,BRI-006,Bus,14130,438030,2.1,10.3,13.4,0.79
2023-09-01,2023,9,Bristol,BRI-006,Bus,12990,389700,1.89,10.4,8.7,0.61
2023-10-01,2023,10,Bristol,BRI-006,Bus,12058,373798,1.97,,12.3,0.75
2023-11-01,2023,11,Bristol,BRI-006,Bus,11321,339630,2.05,9.5,11.1,0.62
2023-12-01,2023,12,Bristol,BRI-006,Bus,11742,364002,1.93,8.1,10,0.76
2024-01-01,2024,1,Bristol,BRI-006,Bus,12807,397017,2.06,9.7,9.6,0.71
2024-02-01,2024,2,Bristol,BRI-006,Bus,11030,319870,2.27,7.7,11.8,0.88
2024-03-01,2024,3,Bristol,BRI-006,Bus,14304,443424,2.08,10.1,11.9,0.86
2024-04-01,2024,4,Bristol,BRI-006,Bus,9832,294960,1.98,7.5,9.9,0.69
2024-05-01,2024,5,Bristol,BRI-006,Bus,14246,441626,2.23,8.9,9.3,0.88
2024-06-01,2024,6,Bristol,BRI-006,Bus,15508,465240,2.02,10.7,12.9,0.82
2024-07-01,2024,7,Bristol,BRI-006,Bus,13528,419368,2.08,8.5,8,0.86
2024-08-01,2024,8,Bristol,BRI-006,Bus,12111,375441,2.13,9.6,9.3,0.68
2024-09-01,2024,9,Bristol,BRI-006,Bus,15413,462390,2.03,9.5,9.6,0.8
2024-10-01,2024,10,Bristol,BRI-006,Bus,11240,348440,2.05,,12.7,0.59
2024-11-01,2024,11,Bristol,BRI-006,bus,10465,313950,2.12,9.2,10.5,0.65
2024-12-01,2024,12,Bristol,BRI-006,Bus,10422,323082,2.24,7.7,11.5,0.73
2025-01-01,2025,1,Bristol,BRI-006,Bus,9710,301010,2.16,7.6,9.6,0.7
2025-02-01,2025,2,Bristol,BRI-006,Bus,13571,379988,2.04,10.6,9.7,0.72
2025-03-01,2025,3,Bristol,BRI-006,Bus,12632,391592,2.16,10,9,0.87
2025-04-01,2025,4,Bristol,BRI-006,Bus,12060,361800,2.08,11.3,10.4,0.68
2025-05-01,2025,5,Bristol,BRI-006,Bus,12679,393049,2.21,8.8,7.3,0.79
2025-06-01,2025,6,Bristol,BRI-006,Bus,13860,415800,2.06,10.4,9.2,0.82
2025-07-01,2025,7,Bristol,BRI-006,Bus,15442,478702,2.12,10.8,10.9,0.84
2025-08-01,2025,8,Bristol,BRI-006,Bus,18626,577406,2.12,11.5,12.9,0.97
2025-09-01,2025,9,Bristol,BRI-006,Bus,16530,495900,2.08,11.4,11.8,1.04
2025-10-01,2025,10,Bristol,BRI-006,Bus,17167,532177,2.06,10.9,10.2,0.83
2025-11-01,2025,11,Bristol,BRI-006,Bus,12027,360810,2.11,9.7,6.6,0.67
2025-12-01,2025,12,Bristol,BRI-006,Bus,14550,451050,2.13,10.6,12.7,0.74
2019-01-01,2019,1,Bristol,BRI-007,Tram,8649,268119,2.16,7.8,7.3,0.55
2019-02-01,2019,2,Bristol,BRI-007,Tram,7468,209104,2.23,9.3,8.3,0.51
2019-03-01,2019,3,Bristol,BRI-007,Tram,7269,225339,2.18,7,4.8,0.57
2019-04-01,2019,4,Bristol,BRI-007,Tram,8066,241980,2.06,6.9,6.5,0.71
2019-05-01,2019,5,Bristol,BRI-007,Tram,8742,271002,2.02,6.8,7.4,0.61
2019-06-01,2019,6,Bristol,BRI-007,tram,7169,215070,2.08,6.4,7.2,0.7
2019-07-01,2019,7,Bristol,BRI-007,Tram,8152,252712,2.09,7.3,6,0.44
2019-08-01,2019,8,Bristol,BRI-007,Tram,9208,285448,2.17,9.5,8.2,0.63
2019-09-01,2019,9,Bristol,BRI-007,Tram,6727,201810,2.09,4.8,7.3,0.79
2019-10-01,2019,10,bristol,BRI-007,Tram,6311,195641,2.21,7.6,5.1,0.4
2019-11-01,2019,11,Bristol,BRI-007,Tram,7510,225300,2.11,7.5,9.9,0.52
2019-12-01,2019,12,Bristol,BRI-007,Tram,7640,236840,2.08,8.8,6.1,0.39
2020-01-01,2020,1,Bristol,BRI-007,Tram,6131,190061,2.29,6.3,9.9,0.52
2020-02-01,2020,2,Bristol,BRI-007,Tram,9506,275674,2.24,,5.7,0.67
2020-03-01,2020,3,Bristol,BRI-007,Tram,7258,224998,2.28,7.6,6.2,0.59
2020-04-01,2020,4,Bristol,BRI-007,Tram,11337,340110,2.13,7.7,7.2,0.96
2020-05-01,2020,5,Bristol,BRI-007,Tram,7081,219511,2.32,7.5,11.8,0.63
2020-06-01,2020,6,Bristol,BRI-007,Tram,8211,246330,2.32,7.7,5.9,0.54
2020-07-01,2020,7,Bristol,BRI-007,Tram,9431,292361,2.19,7.1,10.1,0.87
2020-08-01,2020,8,Bristol,BRI-007,Tram,9135,283185,2.05,7.5,4,0.74
2020-09-01,2020,9,Bristol,BRI-007,Tram,11257,337710,2.09,9.6,5.4,0.65
2020-10-01,2020,10,Bristol,BRI-007,Tram,8723,270413,2.1,7.4,6.5,0.59
2020-11-01,2020,11,Bristol,BRI-007,Tram,7873,236190,2.25,8.5,10.1,0.45
2020-12-01,2020,12,bristol,BRI-007,Tram,5689,176359,2.22,6.4,8.2,0.38
2021-01-01,2021,1,Bristol,BRI-007,Tram,9241,286471,2.16,8.9,2.6,0.61
2021-02-01,2021,2,Bristol,BRI-007,Tram,7237,202636,2.31,8.1,9.7,0.47
2021-03-01,2021,3,Bristol,BRI-007,Tram,8107,251317,2.37,6.8,3,0.64
2021-04-01,2021,4,Bristol,BRI-007,Tram,7969,239070,227,8.2,9.1,0.75
2021-05-01,2021,5,Bristol,BRI-007,Tram,8080,250480,2.35,7.4,7.6,0.54
2021-06-01,2021,6,Bristol,BRI-007,Tram,11512,345360,2.22,10.4,6.6,0.58
2021-07-01,2021,7,Bristol,BRI-007,Tram,13308,412548,2.29,9,7,0.79
2021-08-01,2021,8,Bristol,BRI-007,Tram,10107,313317,2.12,7.6,8.5,0.74
2021-09-01,2021,9,Bristol,BRI-007,Tram,6213,186390,2.17,7.3,7.3,0.51
2021-10-01,2021,10,Bristol,BRI-007,Tram,6736,208816,2.14,8.3,7.6,0.46
2021-11-01,2021,11,Bristol,BRI-007,Tram,7888,236640,2.14,6.3,9.4,0.74
2021-12-01,2021,12,bristol,BRI-007,Tram,9346,289726,2.34,9.9,7,0.41
2022-01-01,2022,1,Bristol,BRI-007,Tram,7779,241149,2.24,8,6.1,0.48
2022-02-01,2022,2,Bristol,BRI-007,Tram,9767,273476,2.23,9.5,7.7,0.59
2022-03-01,2022,3,Bristol,BRI-007,Tram,10261,318091,2.17,9.9,5.5,0.64
2022-04-01,2022,4,Bristol,BRI-007,tram,6521,195630,2.28,6.8,8.1,0.48
2022-05-01,2022,5,Bristol,BRI-007,Tram,10174,315394,2.19,7.4,10.5,0.68
2022-06-01,2022,6,Bristol,BRI-007,Tram,11610,348300,2.33,10.2,5.4,0.9
2022-07-01,2022,7,Bristol,BRI-007,Tram,9584,297104,2.45,7.8,11.5,0.79
2022-08-01,2022,8,Bristol,BRI-007,Tram,9637,298747,2.27,7.4,2.3,0.85
2022-09-01,2022,9,Bristol,BRI-007,Tram,8274,248220,2.43,9.1,10,0.53
2022-10-01,2022,10,Bristol,BRI-007,Tram,8792,272552,2.18,9.1,5.2,0.56
2022-11-01,2022,11,Bristol,BRI-007,Tram,8503,255090,2.34,9.5,6.3,0.39
2022-12-01,2022,12,Bristol,BRI-007,Tram,8124,251844,2.27,8.5,9.3,0.64
2023-01-01,2023,1,Bristol,BRI-007,Tram,8897,275807,2.24,7.7,4.7,0.59
2023-02-01,2023,2,Bristol,BRI-007,Tram,8593,240604,2.39,7.9,10.5,0.8
2023-03-01,2023,3,Bristol,BRI-007,Tram,9388,291028,2.27,7.7,8.7,0.72
2023-04-01,2023,4,Bristol,BRI-007,Tram,7700,231000,2.3,6,4.4,0.71
2023-05-01,2023,5,Bristol,BRI-007,Tram,10781,334211,2.21,9.1,7.3,0.7
2023-06-01,2023,6,Bristol,BRI-007,Tram,10647,319410,2.28,9.3,9.5,0.56
2023-07-01,2023,7,Bristol,BRI-007,Tram,7936,246016,2.07,8.1,7.5,0.5
2023-08-01,2023,8,Bristol,BRI-007,Tram,9707,300917,2.36,8.5,10,0.7
2023-09-01,2023,9,Bristol,BRI-007,tram,7564,226920,2.1,7.7,5.2,0.58
2023-10-01,2023,10,Bristol,BRI-007,Tram,6568,203608,2.26,6.2,5.7,0.62
2023-11-01,2023,11,Bristol,BRI-007,Tram,7331,219930,2.28,7,5.5,0.65
2023-12-01,2023,12,Bristol,BRI-007,Tram,9038,280178,2.36,6.8,3.4,0.73
2024-01-01,2024,1,Bristol,BRI-007,Tram,6230,193130,2.4,8.1,4.7,0.41
2024-02-01,2024,2,Bristol,BRI-007,Tram,9400,272600,2.26,6.3,6.3,0.78
2024-03-01,2024,3,Bristol,BRI-007,Tram,8795,272645,2.33,8.3,8.4,0.61
2024-04-01,2024,4,Bristol,BRI-007,Tram,11313,339390,2.42,10.3,9.3,0.61
2024-05-01,2024,5,Bristol,BRI-007,Tram,9786,303366,2.35,7.2,7.5,0.77
2024-06-01,2024,6,Bristol,BRI-007,Tram,8612,258360,2.3,9,7.9,0.43
2024-07-01,2024,7,Bristol,BRI-007,Tram,9060,280860,2.43,7.9,8.8,0.47
2024-08-01,2024,8,Bristol,BRI-007,Tram,10546,326926,2.35,8.1,8.3,0.68
2024-09-01,2024,9,Bristol,BRI-007,Tram,9067,272010,2.6,7.8,3.4,0.67
2024-10-01,2024,10,Bristol,BRI-007,Tram,8879,275249,2.56,9.8,4.8,0.62
2024-11-01,2024,11,Bristol,BRI-007,Tram,11184,335520,2.18,7.9,8.3,0.74
2024-12-01,2024,12,Bristol,BRI-007,Tram,7322,226982,2.45,6.1,6.7,0.6
2025-01-01,2025,1,Bristol,BRI-007,Tram,7439,230609,2.48,8,6,0.53
2025-02-01,2025,2,Bristol,BRI-007,Tram,8505,238140,2.54,8.8,8.2,0.6
2025-03-01,2025,3,Bristol,BRI-007,Tram,11006,341186,2.37,8.5,7.2,0.74
2025-04-01,2025,4,Bristol,BRI-007,Tram,9464,283920,2.27,7.2,3.8,0.82
2025-05-01,2025,5,Bristol,BRI-007,Tram,11665,361615,2.51,9.5,7.2,0.75
2025-06-01,2025,6,Bristol,BRI-007,Tram,10410,312300,2.29,7.8,7.2,0.64
2025-07-01,2025,7,Bristol,BRI-007,Tram,10865,336815,2.47,8.5,7.7,0.69
2025-08-01,2025,8,Bristol,BRI-007,Tram,10862,336722,2.45,9.7,5.6,0.69
2025-09-01,2025,9,Bristol,BRI-007,Tram,11637,349110,2.41,9.2,7.8,0.73
2025-10-01,2025,10,Bristol,BRI-007,Tram,11065,343015,2.42,7.7,3.6,0.87
2025-11-01,2025,11,Bristol,BRI-007,Tram,8619,258570,2.47,7.9,10.2,0.65
2025-12-01,2025,12,Bristol,BRI-007,Tram,9653,299243,2.27,7.8,6.2,0.64
2019-01-01,2019,1,Bristol,BRI-008,Rail,14959,463729,3.26,10.4,12,0.75
2019-02-01,2019,2,Bristol,BRI-008,Rail,20574,576072,3.29,11.1,11.2,1.07
2019-03-01,2019,3,Bristol,BRI-008,Rail,17702,548762,3.16,11.8,9.5,0.77
2019-04-01,2019,4,Bristol,BRI-008,Rail,15857,475710,3.15,8.9,10.4,1.1
2019-05-01,2019,5,Bristol,BRI-008,Rail,19634,608654,3.2,10.9,7.7,0.92
2019-06-01,2019,6,Bristol,BRI-008,Rail,22828,684840,3.11,13.8,8,0.83
2019-07-01,2019,7,Bristol,BRI-008,rail,28614,887034,3.3,14.9,10.7,1.05
2019-08-01,2019,8,Bristol,BRI-008,Rail,27521,853151,3.1,13.6,5.9,1.52
2019-09-01,2019,9,Bristol,BRI-008,Rail,15931,477930,3.22,10.6,10,0.77
2019-10-01,2019,10,Bristol,BRI-008,Rail,17166,532146,3.11,11.1,7,0.87
2019-11-01,2019,11,Bristol,BRI-008,Rail,18295,548850,3.51,11.3,10.4,0.9
2019-12-01,2019,12,Bristol,BRI-008,Rail,19120,592720,3.04,12.5,11.1,0.77
2020-01-01,2020,1,Bristol,BRI-008,Rail,16114,499534,3.17,10.9,9.2,0.8
2020-02-01,2020,2,Bristol,BRI-008,Rail,22712,658648,3.57,11.3,11,1.06
2020-03-01,2020,3,Bristol,BRI-008,Rail,19893,616683,3.4,12.8,11.5,0.91
2020-04-01,2020,4,Bristol,BRI-008,Rail,25165,754950,3.34,14.9,11.9,0.96
2020-05-01,2020,5,Bristol,BRI-008,Rail,27200,843200,3.38,13.4,11.9,1.12
2020-06-01,2020,6,Bristol,BRI-008,Rail,27289,818670,3.33,14.4,9.9,1.02
2020-07-01,2020,7,Bristol,BRI-008,Rail,22685,703235,3.32,13.2,12.3,0.97
2020-08-01,2020,8,Bristol,BRI-008,Rail,21525,667275,3.59,11.6,13.2,1.04
2020-09-01,2020,9,Bristol,BRI-008,Rail,23157,694710,3.4,14.7,10.6,0.84
2020-10-01,2020,10,Bristol,BRI-008,Rail,17856,553536,3.28,10.4,9.8,0.96
2020-11-01,2020,11,Bristol,BRI-008,Rail,22082,662460,3.32,11.6,12.4,1.03
2020-12-01,2020,12,Bristol,BRI-008,Rail,15793,489583,3.22,10.6,6.7,0.86
2021-01-01,2021,1,Bristol,BRI-008,Rail,20839,646009,3.34,12.2,10.8,0.94
2021-02-01,2021,2,Bristol,BRI-008,Rail,21503,602084,3.4,13.2,4.5,0.94
2021-03-01,2021,3,Bristol,BRI-008,Rail,21096,653976,346,11.9,13.4,0.9
2021-04-01,2021,4,Bristol,BRI-008,Rail,14758,442740,3.69,8.2,8.6,1.08
2021-05-01,2021,5,Bristol,BRI-008,Rail,23827,738637,3.41,12.6,8.1,1.15
2021-06-01,2021,6,Bristol,BRI-008,Rail,29885,896550,3.09,16.3,15.1,1.02
2021-07-01,2021,7,Bristol,BRI-008,Rail,21987,681597,3.5,14.2,14.2,0.86
2021-08-01,2021,8,Bristol,BRI-008,Rail,16159,500929,3.4,11.2,6.6,0.9
2021-09-01,2021,9,Bristol,BRI-008,Rail,22238,667140,3.36,12.6,7.2,0.92
2021-10-01,2021,10,Bristol,BRI-008,Rail,24834,769854,3.57,13.5,8.3,1.07
2021-11-01,2021,11,Bristol,BRI-008,Rail,21648,649440,3.32,13.5,8.9,0.89
2021-12-01,2021,12,Bristol,BRI-008,Rail,26462,820322,3.32,12.6,13.4,1.15
2022-01-01,2022,1,Bristol,BRI-008,Rail,21340,661540,3.22,12.9,5.5,0.88
2022-02-01,2022,2,Bristol,BRI-008,Rail,17699,495572,3.37,11.2,9.8,0.85
2022-03-01,2022,3,Bristol,BRI-008,Rail,17662,547522,3.5,10.4,10.3,0.99
2022-04-01,2022,4,Bristol,BRI-008,Rail,17233,516990,3.47,10,7.9,0.95
2022-05-01,2022,5,Bristol,BRI-008,Rail,23510,728810,3.57,13.7,12.2,1.02
2022-06-01,2022,6,Bristol,BRI-008,Rail,19433,582990,3.61,11.3,12.2,0.98
2022-07-01,2022,7,Bristol,BRI-008,Rail,23653,733243,3.51,13.6,10.6,0.93
2022-08-01,2022,8,Bristol,BRI-008,rail,22564,699484,3.51,12.4,12,1.06
2022-09-01,2022,9,Bristol,BRI-008,Rail,25303,759090,3.39,13.8,8.9,1.05
2022-10-01,2022,10,Bristol,BRI-008,Rail,27016,837496,3.17,13.3,8.8,1.05
2022-11-01,2022,11,bristol,BRI-008,Rail,26688,800640,3.68,14.3,9.4,0.98
2022-12-01,2022,12,Bristol,BRI-008,Rail,20145,624495,3.36,12.4,13.5,0.93
2023-01-01,2023,1,Bristol,BRI-008,Rail,25991,805721,3.49,13,8.9,1.12
2023-02-01,2023,2,Bristol,BRI-008,Rail,21006,588168,3.82,12.4,7.6,0.88
2023-03-01,2023,3,Bristol,BRI-008,Rail,19423,602113,3.44,12.2,4.6,0.93
2023-04-01,2023,4,Bristol,BRI-008,Rail,16698,500940,3.74,10.6,5,0.93
2023-05-01,2023,5,Bristol,BRI-008,Rail,26161,810991,3.58,14.8,10,0.85
2023-06-01,2023,6,Bristol,BRI-008,Rail,21355,640650,3.41,12.6,9.8,0.92
2023-07-01,2023,7,Bristol,BRI-008,Rail,23143,717433,3.82,12.3,10.4,1.11
2023-08-01,2023,8,Bristol,BRI-008,Rail,25173,780363,3.4,12.2,11.4,1.15
2023-09-01,2023,9,Bristol,BRI-008,Rail,23988,719640,3.5,12.1,12,1.1
2023-10-01,2023,10,Bristol,BRI-008,Rail,22364,693284,3.52,12.1,11,0.93
2023-11-01,2023,11,Bristol,BRI-008,Rail,21399,641970,3.58,12.5,10.3,0.98
2023-12-01,2023,12,Bristol,BRI-008,Rail,23974,743194,3.56,,10.1,1.11
2024-01-01,2024,1,Bristol,BRI-008,Rail,18739,580909,3.47,11.2,11.3,0.87
2024-02-01,2024,2,Bristol,BRI-008,Rail,22884,663636,3.71,14.1,7.8,0.94
2024-03-01,2024,3,Bristol,BRI-008,Rail,21028,651868,3.29,13,10.6,1.03
2024-04-01,2024,4,Bristol,BRI-008,Rail,29047,871410,3.61,14.1,5.3,1.15
2024-05-01,2024,5,Bristol,BRI-008,Rail,26752,829312,3.64,13.8,11.9,1.12
2024-06-01,2024,6,Bristol,BRI-008,Rail,24014,720420,3.56,12,10.9,1.15
2024-07-01,2024,7,Bristol,BRI-008,Rail,19120,592720,3.63,10.3,8.3,1.07
2024-08-01,2024,8,Bristol,BRI-008,Rail,24417,756927,3.42,11.4,11.7,1.15
2024-09-01,2024,9,Bristol,BRI-008,Rail,23386,701580,3.57,12.3,8.8,0.96
2024-10-01,2024,10,Bristol,BRI-008,Rail,26056,807736,3.56,14.4,10,1.12
2024-11-01,2024,11,bristol,BRI-008,Rail,24365,730950,3.56,13.8,13.9,0.98
2024-12-01,2024,12,Bristol,BRI-008,Rail,18652,578212,344,10.8,7.3,0.94
2025-01-01,2025,1,Bristol,BRI-008,Rail,24138,748278,3.69,13.9,5.6,0.81
2025-02-01,2025,2,Bristol,BRI-008,rail,21246,594888,3.61,11.3,8.3,1.11
2025-03-01,2025,3,Bristol,BRI-008,Rail,20187,625797,3.74,11.6,9.5,1
2025-04-01,2025,4,Bristol,BRI-008,Rail,25575,767250,3.54,14.4,15.2,1.03
2025-05-01,2025,5,Bristol,BRI-008,Rail,24951,773481,3.65,14.3,8.9,1.02
2025-06-01,2025,6,Bristol,BRI-008,Rail,20731,621930,3.85,11.8,7.2,0.93
2025-07-01,2025,7,Bristol,BRI-008,Rail,22094,684914,3.9,12.2,6,1.01
2025-08-01,2025,8,Bristol,BRI-008,Rail,32112,995472,3.56,15.8,12.1,1.13
2025-09-01,2025,9,Bristol,BRI-008,Rail,22222,666660,3.76,11.3,9.7,1.04
2025-10-01,2025,10,Bristol,BRI-008,Rail,22130,686030,3.74,11.3,7.4,1.08
2025-11-01,2025,11,Bristol,BRI-008,Rail,23426,702780,3.61,11.6,11.1,1.15
